Year,Month,Day,Site,Quad,Sex,Size,Eggs
2021,9,28,Marshfield,3,M,12.3,0
2021,5,26,Bristol,2,M,33.7,0
2021,5,18,Sandwich,3,M,31.4,0
2021,11,10,Scituate,2,M,31.3,0
2021,9,28,Marshfield,2,M,30.2,0
2021,11,10,Scituate,2,F,30.1,0
2021,4,26,Bristol,1,M,30.0,0
2021,5,26,Bristol,1,M,30.0,0
2021,9,23,Scituate,3,M,29.8,0
2021,5,12,Marshfield,3,M,29.7,0
2021,7,23,Sandwich,1,M,29.5,0
2021,5,26,Bristol,2,M,29.1,0
2021,10,7,Bristol,1,F,29.0,0
2021,6,24,Bristol,3,M,28.9,0
2021,5,12,Bristol,2,F,28.8,0
2021,5,12,Bristol,1,M,28.5,0
2021,7,7,Scituate,1,M,28.3,0
2021,9,7,Scituate,2,M,28.3,0
2021,4,26,Bristol,1,M,28.3,0
2021,5,28,Scituate,3,M,28.3,0
2021,10,7,Bristol,1,F,28.0,0
2021,8,9,Sandwich,2,M,28.0,0
2021,5,12,Marshfield,3,M,28.0,0
2021,5,26,Bristol,1,M,27.9,0
2021,9,28,Marshfield,3,M,27.8,0
2021,10,7,Bristol,3,F,27.7,0
2021,6,16,Sandwich,3,M,27.7,0
2021,5,26,Bristol,2,M,27.6,0
2021,5,26,Bristol,2,M,27.6,0
2021,6,25,Marshfield,3,M,27.5,0
2021,11,10,Scituate,3,M,27.4,0
2021,5,26,Bristol,2,M,27.4,0
2021,5,12,Scituate,1,M,27.3,0
2021,5,26,Bristol,2,M,27.3,0
2021,11,10,Scituate,1,M,27.2,0
2021,10,7,Bristol,2,F,27.1,0
2021,5,12,Bristol,3,M,27.0,0
2021,5,21,SMAST,3,M,27.0,0
2021,6,24,Bristol,1,M,27.0,0
2021,7,7,Scituate,1,F,26.9,0
2021,5,21,SMAST,3,M,26.9,0
2021,5,12,Bristol,3,M,26.8,0
2021,11,10,Scituate,3,M,26.7,0
2021,11,10,Scituate,3,M,26.7,0
2021,7,13,Bristol,2,M,26.7,0
2021,5,21,SMAST,3,M,26.7,0
2021,7,19,Scituate,1,M,26.6,0
2021,9,23,Scituate,3,M,26.6,0
2021,4,26,Bristol,2,M,26.6,0
2021,10,7,Bristol,1,F,26.5,0
2021,11,10,Scituate,3,M,26.5,0
2021,5,26,Bristol,1,M,26.4,0
2021,5,26,Bristol,2,F,26.4,1
2021,8,9,Sandwich,2,M,26.3,0
2021,5,12,Bristol,3,M,26.3,0
2021,5,21,SMAST,3,M,26.3,0
2021,5,28,Scituate,3,M,26.3,0
2021,5,12,Marshfield,2,M,26.1,0
2021,5,12,Scituate,3,M,26.1,0
2021,5,12,Marshfield,3,M,26.1,0
2021,5,12,Bristol,3,M,26.1,0
2021,5,26,Bristol,3,M,26.1,0
2021,5,12,Bristol,3,M,26.0,0
2021,4,26,Bristol,2,F,26.0,1
2021,5,26,Bristol,2,F,26.0,1
2021,11,10,Scituate,3,F,25.9,0
2021,5,26,Bristol,1,M,25.9,0
2021,10,7,Bristol,3,M,25.8,0
2021,11,10,Scituate,3,M,25.8,0
2021,11,10,Scituate,3,M,25.8,0
2021,5,12,Marshfield,2,M,25.8,0
2021,5,28,Scituate,2,M,25.8,0
2021,5,21,SMAST,3,F,25.7,0
2021,4,29,Scituate,1,M,25.7,0
2021,11,10,Scituate,2,F,25.6,0
2021,6,24,Bristol,3,M,25.6,0
2021,10,7,Bristol,2,F,25.5,0
2021,10,7,Bristol,3,F,25.5,0
2021,5,12,Marshfield,2,M,25.5,0
2021,5,12,Scituate,3,M,25.5,0
2021,7,23,Sandwich,1,M,25.5,0
2021,10,7,Bristol,1,F,25.4,0
2021,7,7,Marshfield,3,M,25.4,0
2021,6,8,Bristol,2,M,25.4,0
2021,11,10,Scituate,1,M,25.3,0
2021,6,24,Bristol,1,M,25.3,0
2021,5,28,Scituate,3,M,25.3,0
2021,5,18,Sandwich,1,M,25.2,0
2021,10,7,Bristol,1,F,25.1,0
2021,11,10,Scituate,2,F,25.1,0
2021,5,12,Bristol,3,M,25.1,0
2021,6,25,Marshfield,2,M,25.1,0
2021,10,7,Bristol,1,F,25.0,0
2021,10,7,Bristol,1,M,25.0,0
2021,10,7,Bristol,2,F,25.0,0
2021,11,10,Scituate,3,M,25.0,0
2021,5,21,SMAST,3,M,25.0,0
2021,5,26,Bristol,2,F,25.0,1
2021,5,26,Bristol,2,F,25.0,1
2021,8,9,Sandwich,1,M,24.9,0
2021,11,10,Scituate,3,F,24.9,0
2021,5,26,Bristol,2,F,24.9,1
2021,5,26,Bristol,2,M,24.9,0
2021,7,7,Marshfield,1,F,24.7,1
2021,11,10,Scituate,3,M,24.7,0
2021,5,12,Marshfield,1,M,24.7,0
2021,7,19,Scituate,3,M,24.7,0
2021,5,26,Bristol,2,M,24.7,0
2021,5,26,Bristol,2,M,24.7,0
2021,10,7,Bristol,1,F,24.6,0
2021,5,12,Bristol,2,M,24.6,0
2021,9,23,Scituate,3,F,24.6,0
2021,6,25,Marshfield,3,M,24.6,0
2021,5,26,Bristol,1,M,24.6,0
2021,10,7,Bristol,1,F,24.5,0
2021,8,15,Scituate,1,M,24.5,0
2021,7,23,Sandwich,3,M,24.5,0
2021,5,26,Bristol,2,F,24.4,1
2021,11,10,Scituate,2,F,24.3,0
2021,11,10,Scituate,3,F,24.3,0
2021,11,10,Scituate,3,M,24.3,0
2021,5,12,Bristol,1,M,24.3,0
2021,5,21,SMAST,3,M,24.3,0
2021,5,26,Bristol,1,M,24.3,0
2021,7,7,Marshfield,1,M,24.2,0
2021,5,12,Bristol,2,M,24.2,0
2021,5,26,Bristol,3,F,24.2,1
2021,9,28,Marshfield,1,F,24.2,0
2021,9,7,Scituate,3,M,24.1,0
2021,6,8,Bristol,1,M,24.1,0
2021,5,12,Bristol,2,M,24.1,0
2021,5,12,Marshfield,3,F,24.1,0
2021,6,24,Bristol,3,M,24.1,0
2021,10,7,Bristol,1,F,24.0,0
2021,10,7,Bristol,1,F,24.0,0
2021,10,7,Bristol,2,M,24.0,0
2021,9,7,Scituate,3,F,24.0,0
2021,6,8,Bristol,1,M,24.0,0
2021,8,9,Sandwich,2,M,24.0,0
2021,5,10,SMAST,1,M,24.0,0
2021,11,10,Scituate,3,M,24.0,0
2021,5,12,Bristol,2,M,24.0,0
2021,5,12,Bristol,3,M,24.0,0
2021,10,20,SMAST,3,M,24.0,0
2021,5,26,Bristol,2,M,24.0,0
2021,5,26,Bristol,3,F,24.0,1
2021,10,7,Bristol,1,F,23.9,0
2021,4,26,Bristol,1,M,23.8,0
2021,5,26,Bristol,3,M,23.8,0
2021,5,26,Bristol,3,F,23.7,1
2021,5,26,Bristol,3,M,23.7,0
2021,8,3,SMAST,1,M,23.6,0
2021,7,7,Marshfield,1,M,23.6,0
2021,10,7,Bristol,2,F,23.6,0
2021,9,23,Scituate,3,F,23.6,0
2021,6,24,Bristol,3,M,23.6,0
2021,10,7,Bristol,1,F,23.5,0
2021,10,7,Bristol,1,F,23.5,0
2021,5,12,Marshfield,2,M,23.5,0
2021,5,12,Marshfield,3,M,23.5,0
2021,6,24,Bristol,3,M,23.5,0
2021,6,25,Marshfield,3,M,23.5,0
2021,5,26,Bristol,1,M,23.5,0
2021,5,26,Bristol,2,M,23.5,0
2021,4,29,Scituate,1,M,23.5,0
2021,6,24,Bristol,1,M,23.4,0
2021,6,25,Marshfield,3,F,23.4,1
2021,10,7,Bristol,1,F,23.3,0
2021,9,15,Bristol,3,F,23.3,0
2021,6,24,Bristol,3,M,23.3,0
2021,5,26,Bristol,2,M,23.3,0
2021,5,26,Bristol,2,M,23.3,0
2021,9,28,Marshfield,3,M,23.3,0
2021,10,7,Bristol,1,F,23.2,0
2021,10,7,Bristol,1,F,23.2,0
2021,9,15,Bristol,3,F,23.2,0
2021,9,23,Scituate,3,F,23.2,0
2021,5,26,Bristol,1,M,23.2,0
2021,5,26,Bristol,2,F,23.2,1
2021,10,7,Bristol,1,F,23.1,0
2021,10,7,Bristol,2,F,23.1,0
2021,5,12,Bristol,2,M,23.1,0
2021,5,12,Scituate,3,M,23.1,0
2021,9,24,Sandwich,3,M,23.1,0
2021,6,25,Marshfield,1,M,23.1,0
2021,5,26,Bristol,2,F,23.1,1
2021,5,26,Bristol,2,F,23.1,1
2021,5,28,Scituate,3,M,23.1,0
2021,10,7,Bristol,1,F,23.0,0
2021,10,7,Bristol,1,F,23.0,0
2021,10,7,Bristol,1,F,23.0,0
2021,10,7,Bristol,3,M,23.0,0
2021,5,12,Bristol,3,M,23.0,0
2021,8,15,Scituate,2,F,23.0,1
2021,5,18,Sandwich,3,F,23.0,1
2021,5,26,Bristol,3,F,23.0,1
2021,4,29,Scituate,1,M,23.0,0
2021,4,29,Scituate,3,M,23.0,0
2021,9,7,Scituate,1,M,22.9,0
2021,10,7,Bristol,2,F,22.9,0
2021,5,12,Bristol,3,F,22.9,0
2021,8,15,Scituate,2,F,22.9,1
2021,5,18,Sandwich,3,F,22.9,1
2021,5,26,Bristol,1,F,22.9,1
2021,5,28,Scituate,3,M,22.9,0
2021,7,7,Scituate,1,F,22.8,1
2021,10,7,Bristol,1,F,22.8,0
2021,10,7,Bristol,1,M,22.8,0
2021,10,7,Bristol,2,F,22.8,0
2021,11,10,Scituate,3,F,22.8,0
2021,11,10,Scituate,3,M,22.8,0
2021,5,12,Bristol,3,M,22.8,0
2021,6,24,Bristol,1,M,22.8,0
2021,6,25,Marshfield,3,F,22.8,1
2021,4,26,Bristol,1,M,22.8,0
2021,5,26,Bristol,3,M,22.8,0
2021,7,7,Scituate,1,M,22.7,0
2021,6,8,Bristol,1,M,22.7,0
2021,5,12,Bristol,1,M,22.7,0
2021,7,23,Sandwich,3,M,22.7,0
2021,8,3,SMAST,1,M,22.6,0
2021,10,7,Bristol,1,F,22.6,0
2021,6,8,Bristol,2,M,22.6,0
2021,6,11,Scituate,1,F,22.6,1
2021,5,12,Bristol,2,M,22.6,0
2021,5,12,Bristol,3,M,22.6,0
2021,5,26,Bristol,1,F,22.6,1
2021,4,26,Bristol,1,M,22.6,0
2021,5,26,Bristol,2,M,22.6,0
2021,10,7,Bristol,1,F,22.5,0
2021,10,7,Bristol,1,F,22.5,0
2021,10,7,Bristol,1,F,22.5,0
2021,10,7,Bristol,1,F,22.5,0
2021,10,7,Bristol,1,F,22.5,0
2021,10,7,Bristol,1,M,22.5,0
2021,10,7,Bristol,1,M,22.5,0
2021,10,7,Bristol,3,F,22.5,0
2021,7,19,Scituate,3,F,22.5,1
2021,9,23,Scituate,3,F,22.5,0
2021,10,7,Bristol,2,F,22.4,0
2021,10,7,Bristol,2,F,22.4,0
2021,10,7,Bristol,2,F,22.4,0
2021,11,10,Scituate,3,F,22.4,0
2021,6,24,Bristol,3,M,22.4,0
2021,5,26,Bristol,2,M,22.4,0
2021,8,3,SMAST,1,M,22.3,0
2021,10,7,Bristol,1,F,22.3,0
2021,10,7,Bristol,1,F,22.3,0
2021,10,7,Bristol,1,F,22.3,0
2021,10,7,Bristol,1,F,22.3,0
2021,10,7,Bristol,1,F,22.3,0
2021,10,7,Bristol,1,M,22.3,0
2021,10,7,Bristol,2,F,22.3,0
2021,10,7,Bristol,2,F,22.3,0
2021,10,7,Bristol,2,M,22.3,0
2021,5,12,Bristol,3,M,22.3,0
2021,9,23,Scituate,2,F,22.3,0
2021,4,26,Bristol,1,M,22.3,0
2021,5,26,Bristol,3,M,22.3,0
2021,10,7,Bristol,1,F,22.2,0
2021,10,7,Bristol,1,F,22.2,0
2021,6,8,Bristol,2,M,22.2,0
2021,5,12,Bristol,3,M,22.2,0
2021,6,24,Bristol,3,M,22.2,0
2021,5,26,Bristol,3,M,22.2,0
2021,4,29,Marshfield,3,M,22.2,0
2021,10,7,Bristol,1,F,22.1,0
2021,10,7,Bristol,2,F,22.1,0
2021,6,8,Bristol,1,M,22.1,0
2021,11,10,Scituate,2,F,22.1,0
2021,5,12,Bristol,2,M,22.1,0
2021,8,15,Scituate,3,M,22.1,0
2021,5,26,Bristol,1,F,22.1,1
2021,4,26,Bristol,1,M,22.1,0
2021,5,26,Bristol,2,F,22.1,1
2021,10,7,Bristol,1,F,22.0,0
2021,10,7,Bristol,1,F,22.0,0
2021,7,7,Marshfield,1,M,22.0,0
2021,10,7,Bristol,1,M,22.0,0
2021,10,7,Bristol,2,F,22.0,0
2021,10,7,Bristol,2,M,22.0,0
2021,10,7,Bristol,2,M,22.0,0
2021,10,7,Bristol,2,M,22.0,0
2021,11,10,Scituate,3,F,22.0,0
2021,5,12,Bristol,3,M,22.0,0
2021,7,13,Bristol,1,F,22.0,0
2021,5,18,Sandwich,3,F,22.0,0
2021,7,19,Scituate,3,F,22.0,1
2021,10,7,Bristol,2,M,21.9,0
2021,5,12,Bristol,3,M,21.9,0
2021,6,16,Sandwich,3,F,21.9,1
2021,6,24,Bristol,1,M,21.9,0
2021,5,26,Bristol,2,F,21.9,1
2021,5,26,Bristol,2,F,21.9,1
2021,7,6,SMAST,2,M,21.8,0
2021,10,7,Bristol,1,F,21.8,0
2021,10,7,Bristol,1,F,21.8,0
2021,10,7,Bristol,1,M,21.8,0
2021,10,7,Bristol,1,M,21.8,0
2021,10,7,Bristol,2,F,21.8,0
2021,10,7,Bristol,2,M,21.8,0
2021,5,12,Bristol,2,M,21.8,0
2021,7,13,Bristol,2,M,21.8,0
2021,8,15,Scituate,3,F,21.8,0
2021,9,23,Scituate,2,F,21.8,0
2021,6,24,Bristol,3,M,21.8,0
2021,6,25,Marshfield,3,F,21.8,1
2021,5,26,Bristol,1,F,21.8,1
2021,4,26,Bristol,1,M,21.8,0
2021,10,7,Bristol,2,M,21.7,0
2021,7,13,Bristol,3,F,21.7,0
2021,6,16,Sandwich,1,F,21.7,1
2021,7,23,Sandwich,1,F,21.7,1
2021,6,24,Bristol,1,M,21.7,0
2021,6,24,Bristol,3,M,21.7,0
2021,5,26,Bristol,1,M,21.7,0
2021,5,26,Bristol,3,M,21.7,0
2021,8,3,SMAST,2,M,21.6,0
2021,7,7,Scituate,1,F,21.6,0
2021,10,7,Bristol,1,F,21.6,0
2021,6,8,Bristol,2,M,21.6,0
2021,8,9,Sandwich,2,M,21.6,0
2021,11,10,Scituate,3,F,21.6,0
2021,6,11,Scituate,3,M,21.6,0
2021,5,12,Bristol,2,F,21.6,1
2021,5,12,Bristol,2,M,21.6,0
2021,5,12,Scituate,3,F,21.6,0
2021,7,13,Bristol,1,M,21.6,0
2021,9,22,SMAST,2,M,21.6,0
2021,9,23,Scituate,3,F,21.6,0
2021,6,24,Bristol,1,M,21.6,0
2021,4,26,Bristol,1,F,21.6,0
2021,5,26,Bristol,1,F,21.6,1
2021,5,26,Bristol,2,F,21.6,1
2021,5,26,Bristol,2,F,21.6,1
2021,5,26,Bristol,2,M,21.6,0
2021,7,6,SMAST,3,M,21.5,0
2021,9,7,Scituate,1,F,21.5,0
2021,10,7,Bristol,1,F,21.5,0
2021,10,7,Bristol,1,F,21.5,0
2021,10,7,Bristol,1,F,21.5,0
2021,5,12,Marshfield,2,F,21.5,0
2021,5,12,Scituate,2,M,21.5,0
2021,5,12,Bristol,2,M,21.5,0
2021,4,12,Bristol,3,M,21.5,0
2021,5,18,Sandwich,3,F,21.5,1
2021,9,22,SMAST,1,M,21.5,0
2021,5,26,Bristol,1,F,21.5,1
2021,4,26,Bristol,1,M,21.5,0
2021,5,26,Bristol,1,M,21.5,0
2021,4,26,Bristol,2,M,21.5,0
2021,5,26,Bristol,2,M,21.5,0
2021,9,28,Marshfield,1,F,21.5,0
2021,5,28,Scituate,2,F,21.5,1
2021,4,29,Marshfield,3,F,21.5,0
2021,10,7,Bristol,1,F,21.4,0
2021,10,7,Bristol,1,F,21.4,0
2021,5,12,Marshfield,2,F,21.4,0
2021,9,15,Bristol,1,F,21.4,0
2021,7,19,Scituate,2,M,21.4,0
2021,6,24,Bristol,3,M,21.4,0
2021,5,26,Bristol,2,M,21.4,0
2021,5,26,Bristol,3,M,21.4,0
2021,10,7,Bristol,1,F,21.3,0
2021,10,7,Bristol,1,F,21.3,0
2021,10,7,Bristol,1,M,21.3,0
2021,10,7,Bristol,2,F,21.3,0
2021,10,7,Bristol,2,M,21.3,0
2021,6,8,Bristol,1,M,21.3,0
2021,11,10,Scituate,2,F,21.3,0
2021,11,10,Scituate,3,F,21.3,0
2021,4,23,SMAST,3,F,21.3,0
2021,6,25,Marshfield,3,F,21.3,1
2021,4,26,Bristol,1,M,21.3,0
2021,5,26,Bristol,1,M,21.3,0
2021,5,26,Bristol,3,M,21.3,0
2021,7,7,Marshfield,1,F,21.2,0
2021,10,7,Bristol,1,F,21.2,0
2021,8,9,Sandwich,1,F,21.2,1
2021,11,10,Scituate,2,M,21.2,0
2021,5,12,Bristol,2,M,21.2,0
2021,6,24,Bristol,1,M,21.2,0
2021,5,26,Bristol,1,M,21.2,0
2021,5,26,Bristol,2,F,21.2,1
2021,5,26,Bristol,2,M,21.2,0
2021,5,26,Bristol,3,M,21.2,0
2021,5,26,Bristol,3,M,21.2,0
2021,8,3,SMAST,2,M,21.1,0
2021,7,7,Marshfield,1,F,21.1,1
2021,10,7,Bristol,1,F,21.1,0
2021,10,7,Bristol,2,F,21.1,0
2021,10,7,Bristol,3,F,21.1,0
2021,10,7,Bristol,3,F,21.1,0
2021,6,8,Bristol,1,F,21.1,0
2021,6,8,Bristol,1,M,21.1,0
2021,6,8,Bristol,2,F,21.1,0
2021,8,15,Scituate,1,F,21.1,1
2021,8,15,Scituate,2,F,21.1,1
2021,4,26,Bristol,1,F,21.1,0
2021,5,26,Bristol,1,F,21.1,1
2021,4,26,Bristol,1,M,21.1,0
2021,5,26,Bristol,2,F,21.1,1
2021,5,26,Bristol,3,M,21.1,0
2021,10,7,Bristol,1,F,21.0,0
2021,10,7,Bristol,1,F,21.0,0
2021,10,7,Bristol,1,F,21.0,0
2021,10,7,Bristol,1,M,21.0,0
2021,10,7,Bristol,2,F,21.0,0
2021,10,7,Bristol,2,F,21.0,0
2021,5,12,Bristol,3,M,21.0,0
2021,5,12,Bristol,3,M,21.0,0
2021,7,16,SMAST,2,M,21.0,0
2021,5,18,Sandwich,1,M,21.0,0
2021,7,23,Sandwich,1,F,21.0,1
2021,6,24,Bristol,3,M,21.0,0
2021,6,24,Bristol,3,M,21.0,0
2021,5,26,Bristol,1,M,21.0,0
2021,5,26,Bristol,2,F,21.0,1
2021,10,7,Bristol,1,F,20.9,0
2021,7,7,Marshfield,1,M,20.9,0
2021,7,7,Marshfield,1,M,20.9,0
2021,10,7,Bristol,1,M,20.9,0
2021,10,7,Bristol,2,M,20.9,0
2021,6,8,Bristol,1,M,20.9,0
2021,11,10,Scituate,2,F,20.9,0
2021,11,10,Scituate,3,F,20.9,0
2021,5,12,Scituate,3,F,20.9,0
2021,7,13,Bristol,1,M,20.9,0
2021,6,16,Sandwich,3,F,20.9,1
2021,9,23,Scituate,3,F,20.9,0
2021,6,24,Bristol,1,F,20.9,1
2021,6,24,Bristol,2,M,20.9,0
2021,4,26,Bristol,1,M,20.9,0
2021,4,26,Bristol,1,M,20.9,0
2021,4,26,Bristol,1,M,20.9,0
2021,4,26,Bristol,1,M,20.9,0
2021,5,26,Bristol,2,F,20.9,1
2021,5,26,Bristol,2,M,20.9,0
2021,5,26,Bristol,3,F,20.9,1
2021,5,26,Bristol,3,M,20.9,0
2021,8,3,SMAST,1,M,20.8,0
2021,10,7,Bristol,1,F,20.8,0
2021,10,7,Bristol,1,F,20.8,0
2021,10,7,Bristol,1,M,20.8,0
2021,10,7,Bristol,2,F,20.8,0
2021,10,7,Bristol,2,F,20.8,0
2021,10,7,Bristol,3,M,20.8,0
2021,5,12,Scituate,3,F,20.8,0
2021,5,12,Bristol,3,M,20.8,0
2021,7,13,Bristol,2,M,20.8,0
2021,9,15,Bristol,2,M,20.8,0
2021,6,16,Sandwich,3,M,20.8,0
2021,9,23,Scituate,2,M,20.8,0
2021,6,24,Bristol,1,M,20.8,0
2021,5,26,Bristol,1,F,20.8,1
2021,4,26,Bristol,1,M,20.8,0
2021,4,26,Bristol,1,M,20.8,0
2021,5,26,Bristol,2,F,20.8,1
2021,5,26,Bristol,2,M,20.8,0
2021,5,26,Bristol,3,M,20.8,0
2021,7,7,Marshfield,1,M,20.7,0
2021,6,8,Bristol,1,M,20.7,0
2021,6,8,Bristol,2,M,20.7,0
2021,5,12,Bristol,1,F,20.7,1
2021,5,12,Bristol,1,M,20.7,0
2021,5,12,Bristol,3,F,20.7,0
2021,5,12,Bristol,3,M,20.7,0
2021,7,13,Bristol,2,M,20.7,0
2021,5,21,SMAST,3,M,20.7,0
2021,9,23,Scituate,2,M,20.7,0
2021,6,25,Marshfield,2,M,20.7,0
2021,5,26,Bristol,2,F,20.7,1
2021,5,26,Bristol,2,F,20.7,1
2021,5,26,Bristol,3,M,20.7,0
2021,7,7,Scituate,1,F,20.6,0
2021,10,7,Bristol,1,F,20.6,0
2021,10,7,Bristol,1,F,20.6,0
2021,10,7,Bristol,1,F,20.6,0
2021,10,7,Bristol,2,F,20.6,0
2021,10,7,Bristol,2,M,20.6,0
2021,10,7,Bristol,3,F,20.6,0
2021,7,7,Marshfield,3,M,20.6,0
2021,9,7,Scituate,3,M,20.6,0
2021,6,8,Bristol,2,M,20.6,0
2021,11,10,Scituate,1,F,20.6,0
2021,6,11,Scituate,1,M,20.6,0
2021,5,12,Bristol,2,M,20.6,0
2021,5,12,Bristol,2,M,20.6,0
2021,5,12,Bristol,3,M,20.6,0
2021,9,15,Bristol,3,F,20.6,0
2021,6,25,Marshfield,1,M,20.6,0
2021,5,26,Bristol,2,M,20.6,0
2021,5,26,Bristol,3,M,20.6,0
2021,5,28,Scituate,3,F,20.6,0
2021,4,29,Marshfield,3,M,20.6,0
2021,8,2,Bristol,2,F,20.5,0
2021,10,7,Bristol,1,F,20.5,0
2021,10,7,Bristol,1,F,20.5,0
2021,10,7,Bristol,1,F,20.5,0
2021,10,7,Bristol,1,F,20.5,0
2021,10,7,Bristol,1,F,20.5,0
2021,10,7,Bristol,1,F,20.5,0
2021,7,7,Marshfield,1,M,20.5,0
2021,10,7,Bristol,3,F,20.5,0
2021,6,8,Bristol,2,M,20.5,0
2021,5,12,Scituate,1,M,20.5,0
2021,5,12,Bristol,1,M,20.5,0
2021,5,12,Bristol,2,M,20.5,0
2021,5,12,Bristol,2,M,20.5,0
2021,5,12,Bristol,3,F,20.5,1
2021,5,12,Bristol,3,M,20.5,0
2021,5,12,Bristol,3,M,20.5,0
2021,7,13,Bristol,2,F,20.5,0
2021,7,13,Bristol,2,M,20.5,0
2021,7,13,Bristol,2,M,20.5,0
2021,8,15,Scituate,2,M,20.5,0
2021,5,18,Sandwich,1,F,20.5,0
2021,9,22,SMAST,3,F,20.5,0
2021,6,24,Bristol,3,M,20.5,0
2021,9,24,Sandwich,3,M,20.5,0
2021,4,26,Bristol,1,F,20.5,0
2021,4,26,Bristol,1,M,20.5,0
2021,5,26,Bristol,1,M,20.5,0
2021,5,26,Bristol,2,F,20.5,1
2021,5,26,Bristol,3,F,20.5,1
2021,5,26,Bristol,3,M,20.5,0
2021,9,28,Marshfield,3,M,20.5,0
2021,4,29,Marshfield,3,F,20.5,0
2021,4,29,Scituate,3,F,20.5,0
2021,8,3,SMAST,1,M,20.4,0
2021,10,7,Bristol,1,F,20.4,0
2021,10,7,Bristol,1,F,20.4,0
2021,10,7,Bristol,1,F,20.4,0
2021,10,7,Bristol,1,F,20.4,0
2021,10,7,Bristol,3,F,20.4,0
2021,6,8,Bristol,1,M,20.4,0
2021,8,9,Sandwich,1,F,20.4,0
2021,11,10,Scituate,2,F,20.4,0
2021,11,10,Scituate,3,M,20.4,0
2021,5,12,Bristol,2,M,20.4,0
2021,5,12,Bristol,2,M,20.4,0
2021,5,12,Bristol,3,F,20.4,0
2021,9,15,Bristol,2,M,20.4,0
2021,5,18,Sandwich,1,M,20.4,0
2021,7,23,Sandwich,3,M,20.4,0
2021,6,25,Marshfield,1,M,20.4,0
2021,9,28,Marshfield,2,M,20.4,0
2021,5,28,Scituate,3,F,20.4,0
2021,8,2,Bristol,1,F,20.3,0
2021,6,2,SMAST,2,M,20.3,0
2021,10,7,Bristol,1,F,20.3,0
2021,10,7,Bristol,1,F,20.3,0
2021,10,7,Bristol,1,F,20.3,0
2021,10,7,Bristol,1,M,20.3,0
2021,10,7,Bristol,2,F,20.3,0
2021,10,7,Bristol,2,F,20.3,0
2021,10,7,Bristol,2,F,20.3,0
2021,10,7,Bristol,2,F,20.3,0
2021,10,7,Bristol,2,M,20.3,0
2021,10,7,Bristol,3,F,20.3,0
2021,10,7,Bristol,3,F,20.3,0
2021,11,10,Scituate,2,M,20.3,0
2021,5,12,Bristol,2,M,20.3,0
2021,5,12,Bristol,3,M,20.3,0
2021,6,16,Sandwich,2,M,20.3,0
2021,10,20,SMAST,2,M,20.3,0
2021,6,21,SMAST,2,M,20.3,0
2021,6,24,Bristol,3,F,20.3,1
2021,6,24,Bristol,3,M,20.3,0
2021,6,24,Bristol,3,M,20.3,0
2021,6,25,Marshfield,1,M,20.3,0
2021,5,26,Bristol,2,F,20.3,1
2021,5,26,Bristol,2,F,20.3,1
2021,9,28,Marshfield,2,F,20.3,0
2021,9,28,Marshfield,3,F,20.3,0
2021,9,28,Marshfield,3,M,20.3,0
2021,7,6,SMAST,1,F,20.2,0
2021,10,7,Bristol,1,F,20.2,0
2021,10,7,Bristol,1,F,20.2,0
2021,10,7,Bristol,1,F,20.2,0
2021,10,7,Bristol,2,F,20.2,0
2021,9,7,Scituate,2,M,20.2,0
2021,11,10,Scituate,3,M,20.2,0
2021,5,12,Bristol,2,M,20.2,0
2021,5,12,Bristol,3,M,20.2,0
2021,6,24,Bristol,3,F,20.2,1
2021,6,24,Bristol,3,F,20.2,1
2021,6,24,Bristol,3,M,20.2,0
2021,5,26,Bristol,1,F,20.2,1
2021,5,26,Bristol,1,M,20.2,0
2021,4,29,Marshfield,2,F,20.2,0
2021,4,29,Scituate,2,M,20.2,0
2021,8,2,Bristol,1,M,20.1,0
2021,10,7,Bristol,1,F,20.1,0
2021,10,7,Bristol,1,F,20.1,0
2021,10,7,Bristol,1,M,20.1,0
2021,10,7,Bristol,2,F,20.1,0
2021,7,7,Scituate,2,M,20.1,0
2021,10,7,Bristol,2,M,20.1,0
2021,6,8,Bristol,1,M,20.1,0
2021,6,8,Bristol,2,M,20.1,0
2021,6,8,Bristol,2,M,20.1,0
2021,11,10,Scituate,2,F,20.1,0
2021,11,10,Scituate,3,F,20.1,0
2021,5,12,Scituate,2,F,20.1,0
2021,5,12,Bristol,2,M,20.1,0
2021,5,26,Bristol,1,F,20.1,1
2021,5,26,Bristol,1,F,20.1,1
2021,5,26,Bristol,1,F,20.1,1
2021,5,26,Bristol,1,F,20.1,1
2021,5,26,Bristol,1,M,20.1,0
2021,5,26,Bristol,1,M,20.1,0
2021,5,26,Bristol,1,M,20.1,0
2021,5,26,Bristol,3,F,20.1,1
2021,4,29,Scituate,1,M,20.1,0
2021,4,29,Scituate,2,M,20.1,0
2021,8,2,Bristol,3,F,20.0,0
2021,10,7,Bristol,1,F,20.0,0
2021,10,7,Bristol,1,F,20.0,0
2021,10,7,Bristol,1,F,20.0,0
2021,10,7,Bristol,1,F,20.0,0
2021,10,7,Bristol,1,F,20.0,0
2021,7,7,Marshfield,1,M,20.0,0
2021,10,7,Bristol,1,M,20.0,0
2021,10,7,Bristol,2,M,20.0,0
2021,10,7,Bristol,3,F,20.0,0
2021,10,7,Bristol,3,M,20.0,0
2021,8,9,Sandwich,3,F,20.0,1
2021,11,10,Scituate,3,F,20.0,0
2021,5,12,Bristol,1,M,20.0,0
2021,5,12,Bristol,2,M,20.0,0
